学习策略,典型的学习策略,资源管理策略,学习时间管理；,1 统筹安排学习时间；2 高效利用最佳时间；3 灵活利用零碎时间。,1 统筹安排学习时间；2 高效利用最佳时间；3 灵活利用零碎时间。,1 统筹安排学习时间；2 高效利用最佳时间；3 灵活利用零碎时间。,1 统筹安排学习时间；2 高效利用最佳时间；3 灵活利用零碎时间。
学习策略,典型的学习策略,资源管理策略,学习环境的设置；,学习环境的设置；,学习环境的设置；,学习环境的设置；,学习环境的设置；
学习策略,典型的学习策略,资源管理策略,学习努力和心境管理；,学习努力和心境管理；,学习努力和心境管理；,学习努力和心境管理；,学习努力和心境管理；
学习策略,典型的学习策略,资源管理策略,学习工具的利用；,学习工具的利用；,学习工具的利用；,学习工具的利用；,学习工具的利用；
学习策略,典型的学习策略,资源管理策略,社会性人力资源的利用。,社会性人力资源的利用。,社会性人力资源的利用。,社会性人力资源的利用。,社会性人力资源的利用。
学习策略,学习策略的训练,训练原则,1 主体性原则；2 内化性原则；3 特定性原则；4 生成性原则；5 有效的监控；6 个人自我效能感。,1 主体性原则；2 内化性原则；3 特定性原则；4 生成性原则；5 有效的监控；6 个人自我效能感。,1 主体性原则；2 内化性原则；3 特定性原则；4 生成性原则；5 有效的监控；6 个人自我效能感。,1 主体性原则；2 内化性原则；3 特定性原则；4 生成性原则；5 有效的监控；6 个人自我效能感。,1 主体性原则；2 内化性原则；3 特定性原则；4 生成性原则；5 有效的监控；6 个人自我效能感。
学习策略,学习策略的训练,训练方法,1 指导教学模式；,1 指导教学模式；,1 指导教学模式；,1 指导教学模式；,1 指导教学模式；
学习策略,学习策略的训练,训练方法,2 程序化训练模式；,2 程序化训练模式；,2 程序化训练模式；,2 程序化训练模式；,2 程序化训练模式；
学习策略,学习策略的训练,训练方法,3 完形训练模式；,3 完形训练模式；,3 完形训练模式；,3 完形训练模式；,3 完形训练模式；
学习策略,学习策略的训练,训练方法,4 交互式教学模式；总结——提问——析疑——预测,4 交互式教学模式；总结——提问——析疑——预测,4 交互式教学模式；总结——提问——析疑——预测,4 交互式教学模式；总结——提问——析疑——预测,4 交互式教学模式；总结——提问——析疑——预测
学习策略,学习策略的训练,训练方法,5 合作学习模式。,5 合作学习模式。,5 合作学习模式。,5 合作学习模式。,5 合作学习模式。
